Número de identificação da publicação;Link permanente;Publicar mensagem;Tipo;Países;Idiomas;Publicado;Direcionamento do público;Lifetime Post Total Reach;Lifetime Post organic reach;Lifetime Post Paid Reach;Lifetime Post Total Impressions;Lifetime Post Organic Impressions;Lifetime Post Paid Impressions;Lifetime Engaged Users;Lifetime Matched Audience Targeting Consumers on Post;Lifetime Matched Audience Targeting Consumptions on Post;Lifetime Negative Feedback from Users;Lifetime Negative Feedback;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime Post Paid Impressions by people who have liked your Page;Lifetime Paid reach of a post by people who like your Page;Lifetime People who have liked your Page and engaged with your post;Lifetime Organic views to 95%...25;Lifetime Organic views to 95%...26;Lifetime Paid views to 95%...27;Lifetime Paid views to 95%...28;Lifetime Organic Video Views...29;Lifetime Organic Video Views...30;Lifetime Paid Video Views...31;Lifetime Paid Video Views...32;Lifetime Average time video viewed;Lifetime Video length;Descrição;share;like;comment
417092451820846_1247617872101629;https://www.facebook.com/lojascitycol/posts/1247617872101629;Só por agora esqueça seus problemas até o fim do Carnaval! Role pra ➡️ 🐹🐰 #CarnaCity #MonteSuaFantasia  . Regata Poá – Cód: 35.08.1465 - 19,99 - Tam. P ao G - Disponível com variações de cores. . Saia de Tule - Cód: 30.01.0114 - 9,99 - Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . Regata Plus – Cód: 43.07.0493 -14,99 - Tam. G1 e G2 - Disponível em cores sortidas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #fantasiacoelha #coelha #fantasiarata #ratinha . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-20T16:10:02Z;NA;3466;3466;0;3744;3744;0;95;57;60;0;0;3282;3036;0;0;92;0;0;0;0;0;0;0;0;0;0;NA;NA;43;NA
417092451820846_1247525328777550;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1247525328777550/?type=3;Marque aquela pessoa que é sua companhia inseparável no Carnaval! Já ⚫⚪🐭 #CarnaCity . #MonteSua Fantasia de “Ratinha Fura Queijo” com: . Regata: Cód: 35.08.1350 - Tam. P ao G -17,99 - Disponível em Preto ou Branco.  . Bermuda Preta – Cód: 48.01.0151 - 29,99 - Tam. G1 ao G3 - Material Bengalini . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #fantasiarata #ratinha #fantasiaratinha #fantasibarata #estampapoa  . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-20T13:09:33Z;NA;3001;3001;0;3267;3267;0;66;30;32;0;0;2823;2627;0;0;66;0;0;0;0;0;0;0;0;0;0;NA;1;43;1
417092451820846_1247295185467231;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1247295185467231/?type=3;Espalhe a alegria como se fosse confete!🎊😄 #CarnaCity   . #MonteSuaFantasia com as peças (da esquerda para direita): . Regata Poá – Cód: 35.08.1465 - 19,99 - Tam. P ao G - Disponível com variações de cores. . Saia de Tule - Cód: 30.01.0114 - 9,99 - Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . Avental Unissex Cód. 30.01.0115 - 12,99 - Tam. Único - Disponível com variações de mensagens. . Regata Plus – Cód: 43.07.0493 -14,99 - Tam. G1 e G2 - Disponível em cores sortidas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #fantasiacoelha #coelha #avental #fantasiarata #ratinha . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-20T06:50:00Z;NA;2700;2700;0;2866;2866;0;64;30;32;0;0;2417;2307;0;0;60;0;0;0;0;0;0;0;0;0;0;NA;NA;36;NA
417092451820846_1246853782178038;https://www.facebook.com/lojascitycol/posts/1246853782178038;Fantasias de Abelha e Policial.;Video;NA;NA;2020-02-19T16:50:07Z;NA;2627;2627;0;2890;2890;0;78;47;50;0;0;2261;2115;0;0;72;30;30;0;0;497;516;0;0;5451;60408;NA;1;37;NA
417092451820846_1246834415513308;https://www.facebook.com/lojascitycol/posts/1246834415513308;Com que roupa eu vou pro Samba que você me convidou? 💃🌻🌱#CarnaCity . #MonteSuaFantasia com 2 opções de looks pro seu carnaval: . Vestido Plus - Cód:49.02.0162 - 24,99 -Tam. G1 ao G3 - Disponível em cores sortidas. .  #Nacitycoltem  #Modaplus  #modabarata #PlusSizeBrasil #VemPraCity . Acessórios: acervo da empresa;Photo;NA;NA;2020-02-19T16:02:46Z;NA;2884;2884;0;3096;3096;0;68;40;46;0;0;2631;2470;0;0;66;0;0;0;0;0;0;0;0;0;0;NA;NA;31;NA
417092451820846_1246833085513441;https://www.facebook.com/lojascitycol/posts/1246833085513441;Com que roupa eu vou pro Samba que você me convidou? 💃🌻🌱#CarnaCity . #MonteSuaFantasia com 2 opções de looks pro seu carnaval: . Vestido Plus - Cód:49.02.0162 - 24,99 -Tam. G1 ao G3 - Disponível em cores sortidas. .  #Nacitycoltem  #Modaplus  #modabarata #PlusSizeBrasil #VemPraCity . Acessórios: acervo da empresa;Photo;NA;NA;2020-02-19T15:59:24Z;NA;2967;2967;0;3296;3296;0;87;53;56;1;1;2841;2584;0;0;87;0;0;0;0;0;0;0;0;0;0;NA;NA;42;NA
417092451820846_1246781302185286;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1246781302185286/?type=3;Aguardando começar o Carnaval... 😬⏳ #CarnaCity #MonteSuaFantasia . Jardineira  - Cód: 42.05.0658 - 24,99 - Tam. P ao G - Disponível em estampas variadas. . Faixa Lingerie – Cód: 58.02.0123 - 17,99  - Tam. único. Disponível em cores diversas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina  #floral #fantasiatropical #carnaval #fantasiacarnaval . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-19T14:16:30Z;NA;3745;3745;0;3771;3771;0;148;52;66;0;0;3320;3299;0;0;144;0;0;0;0;0;0;0;0;0;0;NA;3;104;NA
417092451820846_1246510545545695;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1246510545545695/?type=3;#VemPraCity encontrar o look perfeito pro seu Carnaval! 🌻 #CarnaCity  . #MonteSuaFantasia com: . Regata  - Cód: 35.01.0251- 16,99 - Tam. P ao G. Disponível em cores diversas.  . Saia de Tule – Cód: 30.01.0114 - 9,99 - Tam. P ao GG. Disponível em cores diversas. . Short Jeans  - A partir de 29,99. Disponível em vários tamanhos. . #modabarata #NaCitycolTem #lookdodia #modafeminina  #girassol #fantasiagirassol #carnaval #fantasiacarnaval . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-19T06:33:49Z;NA;2313;2313;0;2508;2508;0;37;16;19;0;0;2065;1956;0;0;36;0;0;0;0;0;0;0;0;0;0;NA;1;24;NA
417092451820846_1246071708922912;https://www.facebook.com/lojascitycol/posts/1246071708922912;Fantasias de Piratas;Video;NA;NA;2020-02-18T16:47:36Z;NA;3131;3131;0;3500;3500;0;124;93;106;0;0;2913;2634;0;0;115;20;20;0;0;749;814;0;0;7082;60139;NA;2;38;1
417092451820846_1245745922288824;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1245745922288824/?type=3;Alah-la-ô ô ô ô ô, mas que calor, ô ô ô! Atravessando a rua no Saara, encontrei a City e caí na gandaia! ☀🐫🌿#CarnaCity . #MonteSuaFantasia “Folhagem Verdinha” com o vestido Citycol: . Vestido Plus Size – Cód: 49.02.0246 - 24,99 - Tam. G1 e G2 - Disponível em estampas diversas. . #Nacitycoltem  #Modaplus  #modabarata #PlusSizeBrasil #VemPraCity #lookdodia;Photo;NA;NA;2020-02-18T06:36:33Z;NA;3450;3450;0;3605;3605;0;108;42;46;0;0;3080;2929;0;0;104;0;0;0;0;0;0;0;0;0;0;NA;2;69;NA
417092451820846_1245321188997964;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1245321188997964/?type=3;Olha a batalha de looks aí, gente! Qual é o(a) melhor salva-vidas? ❤🇨🇭 Vote lá nos stories!  #CarnaCity #MonteSuaFantasia . Regata  Feminina – Cód:  35.01.0251- 16,99 - Tam. P ao G. Disponível em cores diversas.  .  Saia de Tule – Cód: 30.01.0114 - 9,99 - Tam. P ao GG. Disponível em cores diversas. . Bermuda Feminina - Cód: 41.03.0381 - 39,99 - Tam. 36 ao 52 - Disponível em cores variadas. . Regata Masculina – Cód: 66.02.0036 - 12,99 - Tam. M ao GG - Disponível em cores variadas. . Bermuda Masculina – Cód: 41.03.0355 - 29,99 - Tam. 36 ao 52 - Disponível em cores variadas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modamasculina #modafeminina  #salvavidas #guardavidas #fantasiasalvavidas  . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-17T16:14:53Z;NA;3197;3197;0;3411;3411;0;131;69;79;0;0;2529;2385;0;0;56;0;0;0;0;0;0;0;0;0;0;NA;4;92;15
417092451820846_1245262965670453;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1245262965670453/?type=3;🎶 Cabelo ok, sobrancelha ok, maquiagem ok, o conjuntinho tá ok! Brota na piscina, pro desespero do seu ex! 🎶 😆 . #MonteSuaFantasia com as seguintes peças Citycol: . Regata Feminina - 35.08.1463 - 16,99 - Tam. P ao G. Disponível em estampas diversas. . Saia de Tule: 30.01.0114 - 9,99 - Tam. P ao GG. Disponível em cores diversas. . Short Jeans  - A partir de 29,99. Disponível em vários tamanhos. . . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina  #piscina #fantasiapiscina #festanapiscina #carnaval #fantasiacarnaval . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-17T14:14:46Z;NA;2237;2237;0;2369;2369;0;26;9;10;0;0;1902;1787;0;0;26;0;0;0;0;0;0;0;0;0;0;NA;NA;17;NA
417092451820846_1245001955696554;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1245001955696554/?type=3;#MonteSuaFantasia de “Verão Havaiano” com nossa blusa floral: versátil pra fantasiar tanto homens como mulheres! 🌺🙋🏽‍♂🙋🏼‍♀Vem pro #CarnaCity! . Camisa Floral -  Cód: 38.01.0799 - 49,99 - Tam. P ao GG - Disponível em estampas variadas. . Regata - Cód: 66.02.0036 - 12,99 - Tam. M ao GG - Disponível em cores sortidas. . Bermuda - - Cód: 41.03.0381 - 39,99 - Tam. 36 ao 52 - Disponível em cores variadas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modamasculina #modafeminina  #havai #havaiano #havaiana #estampafloral #floral #fantasiahavaiano #fantasiahavaiana . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-17T06:32:43Z;NA;3136;3136;0;3231;3231;0;75;30;31;1;1;2716;2648;0;0;74;0;0;0;0;0;0;0;0;0;0;NA;2;49;1
417092451820846_1244550425741707;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1244550425741707/?type=3;🎶“Ó abre alas, que eu quero passar”🎶. Partiu! Baile da Citycol! 😆 #CarnaCity . #MonteSuaFantasia com “Jack Esperto” com:  . Camisa Floral – Cód. 38.01.0799 - 49,99 - Tam. P ao GG - Disponível em estampas variadas. . Bermuda  - Cód. 15.05.0222 - 9,99 - Tam. P ao GG. Disponível em estampas variadas.. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modamasculina #pirata . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-16T14:57:04Z;NA;2648;2648;0;2781;2781;0;27;9;10;0;0;2269;2187;0;0;26;0;0;0;0;0;0;0;0;0;0;NA;2;17;1
417092451820846_1242945299235553;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1242945299235553/?type=3;Alguém pode reclamar da sua empolgação, mas você já está pronto pra folia! 🤹🏽‍♂🥳 #CarnaCity  . #MonteSuaFantasia “Palhaço Meu Crush” com: . Gola palhaço = 3 Saias de Tule – Cód: 30.01.0114 – 9,99 (cada) - Tam. P ao GG. Disponível em cores diversas . Camisa – Cód: 56.02.0052 - 16,99 - Tam. P ao GG - Disponível em cores diversas. . Bermuda – Cód: 15.05.0222 - 9,99 - Tam. P ao GG. Disponível em estampas variadas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modamasculina #palhaço #fantasiapalhaço . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-14T16:01:36Z;NA;2823;2823;0;2992;2992;0;30;14;15;0;0;2436;2319;0;0;27;0;0;0;0;0;0;0;0;0;0;NA;NA;18;NA
417092451820846_1242874762575940;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1242874762575940/?type=3;Sabia que temos Jeans no Grajaú e em todas nossas lojas a partir de 29,99? 😱 #FicaaDica #NaCitycolTem  #VemPraCity #modabarata #lookdodia #modafeminina #MonteSuaFantasia #CarnaCity;Photo;NA;NA;2020-02-14T13:50:58Z;NA;5097;5097;0;5244;5244;0;232;98;110;0;0;4636;4496;0;0;227;0;0;0;0;0;0;0;0;0;0;NA;2;151;4
417092451820846_1242091242654292;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1242091242654292/?type=3;Entregue-se à alegria e vem curtir o #CarnaCity conosco! 🍃🎉 . #MonteSuaFantasia com as roupas (da esquerda pra direita): . Vestido - Cód: 42.05.0659 - 29,99 - Tam. P ao G - Disponível em estampas diversas. . Regata  - Cód: 35.08.1464 - 17,99 -  Tam. P ao G - Disponívelem estampas diversas. . Short – Cód: 41.01.0483 - 16,99 - Tam. P ao G - Disponível em estampas diversas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina #tropical . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-13T15:59:59Z;NA;4694;4694;0;4913;4913;0;177;75;75;0;0;4304;4173;0;0;173;0;0;0;0;0;0;0;0;0;0;NA;1;113;4
417092451820846_1242029189327164;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1242029189327164/?type=3;Nem precisa ser Carnaval pra eu estar fantasiada de amor da sua vida! 🥰❤ #CarnaCity . #MonteSuaFantasia “Minha Fantasia é Você!” com: . Avental Unissex Cód. 30.01.0115 - 12,99 - Tam. Único - Disponível com variações de mensagens. . #modabarata #NaCitycolTem #VemPraCity #lookdodia #modafeminina . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-13T13:57:36Z;NA;2971;2971;0;3216;3216;0;36;16;17;1;1;2652;2467;0;0;35;0;0;0;0;0;0;0;0;0;0;NA;NA;21;NA
417092451820846_1241812729348810;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1241812729348810/?type=3;🎶“Oi, te liguei? Deve tá ocupadinha(o), tudo bem Tô com outro contatinho!”🎶 😎  . #MonteSuaFantasia e “Faça Aqui o Seu Pedido!” com as roupas: . Avental Unissex - Cód. 30.01.0115 - 12,99 - Tam. Único - Disponível com variações de mensagens. . Regata Cód. 66.02.0036 - 12,99 - Tam. M ao GG - Disponível em cores variadas. . Bermuda Cód. 41.03.0355 - 29,99 - Tam. 36 ao 52 - Disponível em cores variadas. . #modabarata #NaCitycolTem #VemPraCity #lookdodia . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-13T07:55:52Z;NA;3145;3145;0;3353;3353;0;36;16;17;0;0;2791;2641;0;0;35;0;0;0;0;0;0;0;0;0;0;NA;1;21;NA
417092451820846_1241287799401303;https://www.facebook.com/lojascitycol/posts/1241287799401303;Um vestido e várias opções pra você causar no Carnaval! Qual seu look preferido: 😇 ou 👮‍♀️? Deslize pra ➡️ . Vestido Plus - Cód: 49.02.0162 - 24,99 -Tam. G1 ao G3 - Disponível em cores sortidas. . #CarnaCity #MonteSuaFantasia #Nacitycoltem  #Modaplus  #modabarata #PlusSizeBrasil #VemPraCity . Acessórios: acervo da empresa;Photo;NA;NA;2020-02-12T16:00:25Z;NA;3289;3289;0;3568;3568;0;148;90;99;0;0;2985;2761;0;0;145;0;0;0;0;0;0;0;0;0;0;NA;1;71;1
417092451820846_1240983889431694;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1240983889431694/?type=3;Passou a cupido e disse: Você não, você fica na festa! 🏹❤ #CarnaCity . #MonteSuaFantasia “Cupido Arrasa Corações” com: . Faixa Lingerie – Cód: 58.02.0123 - 17,99  - Tam. único. Disponível em cores diversas. . Saia de Tule - 30.01.0114 - 14,99 – Tam. P ao GG - Disponível em cores diversas. . Short Jeans a partir de 29,99. . #modabarata #NaCitycolTem #VemPraCity #tendencia #modafeminina #style #fashion #lookdodia #cupido #lookinspiração #namoda #modaparamulheres #dicasdeestilo . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-12T07:22:24Z;NA;2761;2761;0;2939;2939;0;59;31;33;0;0;2361;2267;0;0;58;0;0;0;0;0;0;0;0;0;0;NA;1;32;NA
417092451820846_1240485886148161;https://www.facebook.com/lojascitycol/posts/1240485886148161;"De flor em flor vou espalhando amor seja onde for!🌷🐝 #CarnaCity . #MonteSuaFantasia ""Abelhinha Meu Mel"" com: . Regata - Cód: 35.08.1320 -13,99 - Tam. P ao G - Disponível em cores diversas. . Saia de Tule - 30.01.0114 - 14,99 – Tam. P ao GG - Disponível em cores diversas. . Short Jeans a partir de 29,99. . #modabarata #NaCitycolTem #VemPraCity . *Acessórios: acervo da empresa.";Photo;NA;NA;2020-02-11T15:53:04Z;NA;3136;3136;0;3339;3339;0;64;35;39;0;0;2735;2580;0;0;60;0;0;0;0;0;0;0;0;0;0;NA;NA;30;5
417092451820846_1240455069484576;https://www.facebook.com/lojascitycol/posts/1240455069484576;Shorts Jeans a partir de 29,99 e muito mais! #NaCitycolTem. A sua City de Niterói tá novinha esperando por você! 🤩✨ . R. Visconde de Uruguai,470, Centro, Niterói  . #CarnaCity #MonteSuaFantasia #modabarata #NaCitycolTem. @ Centro, Niterói;Photo;NA;NA;2020-02-11T14:42:52Z;NA;6176;6176;0;6410;6410;0;1069;987;1066;1;1;5708;5559;0;0;1041;0;0;0;0;0;0;0;0;0;0;NA;3;165;4
417092451820846_1240187942844622;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1240187942844622/?type=3;Marque aqui a abelha (ou o zangão) que vai te levar no bloco com essa linda combinação 🐝😆 . #MonteSuaFantasia de casal com os seguintes looks do #CarnaCity (da esquerda pra direita): . Regata Masc. - 66.02.0036 - 12,99 - Tam. M ao GG - Disponível em cores variadas. . Bermuda Masc. - 41.03.0355 - 29,99 - Tam. 36 ao 52 - Disponível em cores variadas. . Blusa Fem. 35.04.0299 - 14,99 - Tam.P ao G - Disponível em cores variadas. . Saia de Tule - 30.01.0114 - 14,99 – Tam. P ao GG - Disponível em cores diversas. . #modabarata #NaCitycolTem #VemPraCity . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-11T07:18:34Z;NA;3968;3968;0;4138;4138;0;84;39;41;1;1;3514;3365;0;0;80;0;0;0;0;0;0;0;0;0;0;NA;2;50;5
417092451820846_1239612669568816;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1239612669568816/?type=3;O Tropical tá com tudo no Verão! Esse conjunto oferece versatilidade tanto pra exercícios na academia, como na rua. 💖🌴 #VemPraCity  . Top com zipper – Cód: 05.01.0423 – 19,99 – Disponível em cores variadas. . Calça Legging – Cód:  04.03.0180 – 19,99 - Disponível em estampas diversas. . #modabarata #NaCitycolTem #VemPraCity . Foto tirada na Academia Forma Total - Rua Humaitá, 258 – Humaitá, Rio de Janeiro;Photo;NA;NA;2020-02-10T13:20:40Z;NA;4127;4127;0;4318;4318;0;122;60;89;0;0;3718;3532;0;0;116;0;0;0;0;0;0;0;0;0;0;NA;NA;69;7
417092451820846_1239383976258352;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1239383976258352/?type=3;Ainda pensando no look pro carnaval? 🤔 Engancha no #CarnaCity e #MonteSuaFantasia ! 🏴‍☠ . Blusa Plus – Cód: 43.07.0438 - 14,99 - Tam. G1 e G2 - Disponível em cores sortidas. . Bermuda Preta – Cód: 48.01.0151 - 29,99 - Tam. G1 ao G3 . #Nacitycoltem  #Modaplus  #modabarata #PlusSizeBrasil #VemPraCity . Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-10T07:03:57Z;NA;3648;3648;0;3789;3789;0;100;42;52;0;0;3182;3076;0;0;98;0;0;0;0;0;0;0;0;0;0;NA;1;66;3
417092451820846_1238935836303166;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1238935836303166/?type=3;"E assim vamos seguir, de bloco em bloco até o carnaval acabar! 🥳🌠#CarnaCity  . #MonteSuaFantasia: ""Esse brilho é meu!” com as peças Citycol: . Blusa - Cód: 35.01.0283 - 19,99 - Tam. P ao G - Disponível em cores diversas. . Saia de Tule - Cód: 30.01.0114 - 14,99 - Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . #modabarata #NaCitycolTem #VemPraCity . *Acessórios: acervo da empresa.";Photo;NA;NA;2020-02-09T15:30:11Z;NA;4299;4299;0;4474;4474;0;92;39;42;0;0;3775;3654;0;0;89;0;0;0;0;0;0;0;0;0;0;NA;1;55;1
417092451820846_1238883369641746;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1238883369641746/?type=3;Você pensa que ela é calma, mas só tem alma de pipoca avoada ! 💫🍿🤹🏼‍♀  . #MonteSuaFantasia de “Palha Assada” com as peças Citycol: . Regata - Cód: 35.08.1320 -13,99 - Tam. P ao G - Disponível em cores diversas. . Saia de Tule - Cód: 30.01.0114 - 14,99 - Disponível em cores diversas. . Short Jeans - a partir de 29,99 – Disponível em tamanhos variados. . #modabarata #NaCitycolTem #VemPraCity . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-09T13:46:04Z;NA;3439;3439;0;3554;3554;0;63;26;28;0;0;2965;2942;0;0;60;0;0;0;0;0;0;0;0;0;0;NA;NA;40;NA
417092451820846_1237785133084903;https://www.facebook.com/lojascitycol/posts/1237785133084903;Mulher forte, empoderada e estilosa! #VemPraCity aproveitar! 💪🏾💋 #ModaFitness . Top de Mescla 02.04.0007 – 14,99  . Saia de Mescla: 02.04.0007 – 19,99 . #modabarata #NaCitycolTem #VemPraCity . Foto tirada na Academia Forma Total - Rua Humaitá, 258 – Humaitá, Rio de Janeiro @ FormaTotal Humaita;Photo;NA;NA;2020-02-08T04:02:44Z;NA;3720;3720;0;4072;4072;0;109;70;81;0;0;3421;3126;0;0;109;0;0;0;0;0;0;0;0;0;0;NA;NA;54;3
417092451820846_1237433563120060;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1237433563120060/?type=3;#VemPraCity e encontre o look perfeito pro pular no carnaval! 🐹⚫⚪ #CarnaCity . #MonteSuaFantasia de “Ratinha Poá” com as peças Citycol: . Regata Cód: 35.08.1465 - 19,99 - Tam. P ao G - Disponível com variações de cor. . Bermuda Preta -  Cód: 48.01.0166 - 14,99 - Tam. G1 e G2. . #modabarata #NaCitycolTem #VemPraCity . *Acessórios: acervo da empresa.;Photo;NA;NA;2020-02-07T15:55:51Z;NA;4053;4053;0;4379;4379;0;135;68;92;0;0;3721;3504;0;0;127;0;0;0;0;0;0;0;0;0;0;NA;1;75;6
417092451820846_1237339729796110;https://www.facebook.com/lojascitycol/photos/a.418868384976586/1237339729796110/?type=3;COMUNICADO:       “A Citycol informa que, em sua unidade de Queimados, a atividade de tinturaria industrial está paralisada desde novembro de 2019, tendo sido mantidos apenas os serviços de armazenamento e distribuição de seus produtos.       Quando estava em funcionamento, os efluentes gerados eram encaminhados para tratamento em estação própria, razão pela qual esclarece que não deu causa a qualquer lançamento de esgoto sem tratamento, muito menos de qualquer tipo de detergente.                                          Por fim, a empresa reafirma seu compromisso com o meio ambiente e seguirá colaborando com as autoridades para esclarecer os fatos”.;Photo;NA;NA;2020-02-07T13:12:22Z;NA;8289;8289;0;8782;8782;0;435;389;417;0;0;7161;6868;0;0;324;0;0;0;0;0;0;0;0;0;0;NA;9;94;16
